|Year|Brand|Company|Date|ProductDescription|Reason|Url|
|2019|Macleods|Macleods Pharmaceutical Limited|6/26/19|Losartan Potassium USP tablets and Losartan Potassium/Hydrochlorothiazide combination tablets|Presence of NMBA impurity|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/macleods-pharmaceutical-limited-issues-voluntary-nationwide-consumer-level-recall-losartan-potassium|
|2019|Aqueon|Central Aquatics|6/26/19|Aqueon Betta Food|Potential Salmonella contamination|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/central-aquatics-recalls-aqueon-betta-food-95-oz-jar-because-possible-salmonella-health-risk|
|2019|Hudson RCl Sheridan|Teleflex Incorporated|6/25/19|Hudson RCl Sheridan Endotracheal Tubes|The connector could disconnect from the endotracheal tube, resulting in insufficient oxygenation of the patient|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/teleflex-incorporated-announces-worldwide-voluntary-recall-select-hudson-rcir-sheridanr-endotracheal|
|2019|Lactaid, Kraft, and more|C&S Wholesale Grocers, Inc|6/21/19|Various Perishable items|Products were not held at appropriate temperature during transportation due to mechanical malfunction.|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/cs-wholesale-grocers-inc-issues-voluntary-recall-variety-perishable-products-sold-two-long-island|
|2019|Brand Castle and Sisters Gourmet|Brand Castle, LLC|6/21/19|Cookie and brownie mixes|May be contaminated with pathogenic E. coli|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/recall-glass-jars-mix-brand-castle-and-sisters-gourmet-baking-mixes-because-possible-health-risk|
|2019|Penafiel|Keurig Dr. Pepper|6/21/19|Unflavored Mineral Spring Water|Presence of Arsenic|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/keurig-dr-pepper-announces-voluntary-withdrawal-unflavored-penafiel-mineral-spring-water-does-not|
|2019|Parent's Choice|Perrigo Company plc|6/21/19|Advantage Infant Formula Milk Based Powder with Iron|Potential presence of metal foreign material|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/perrigo-issues-voluntary-recall-parents-choice-advantage-infant-formula-milk-based-powder-iron|
|2019|Penafiel|Keurig Dr. Pepper|6/21/19|Unflavored Mineral Spring Water|Presence of Arsenic|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/keurig-dr-pepper-anuncia-el-retiro-voluntario-del-agua-mineral-de-manantial-sin-sabor-de-penafiel|
|2019|Infusion Options Inc.|Infusion Options Inc.|6/20/19|All sterile products within expiry|Lack of Sterility Assurance|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/infusion-options-inc-issues-voluntary-nationwide-recall-all-lots-all-sterile-products-due-lack|
|2019|Great Value and Tipton Grove|Alma Pak|6/20/19|Frozen Blackberries and Frozen Mixed Berries|Norovirus|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/alma-pak-voluntarily-recalls-frozen-blackberries-due-possible-health-risk-norovirus|
|2019|Woodstock|UNFI|6/19/19|Organic Grilled Red Peppers|Potential for Listeria monocytogenes|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/unfi-recalls-its-woodstock-frozen-organic-grilled-red-peppers-because-possible-health-risk|
|2019|GE Healthcare|GE Healthcare|6/18/19|Infant warmers GE Healthcare's Giraffe and Panda i-Res Infant Warmers|Bedside panels and latch areas on the beds may crack, break or become damaged if the unit is not properly used|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/voluntary-field-corrective-action-issued-ge-healthcares-giraffe-and-panda-i-res-infant-warmers|
|2019|Premier Pharmacy Labs|Premier Pharmacy Labs Inc|6/18/19|All Products Intended to be Sterile|Lack of Sterility Assurance|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/premier-pharmacy-labs-issues-voluntary-nationwide-recall-all-unexpired-sterile-drug-product-lots-due|
|2019|Signature Select|Nature's Touch Frozen Foods West Inc.|6/18/19|Avocado Chunks|Listeria monocytogenes|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/natures-touch-frozen-foods-west-inc-voluntarily-recalls-signature-select-avocado-chunks-due|
|2019|RXQ Compounding LLC|RXQ Compounding LLC|6/18/19|All sterile human and animal products within expiry.|Lack of Sterility Process Assurance|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/rxq-compounding-llc-issues-voluntary-nationwide-recall-all-sterile-products-within-expiry-and|
|2019|Sprouts Farmers Market|Sprouts Farmers Market|6/17/19|Frozen Cut Leaf Spinach|Listeria monocytogenes|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/sprouts-farmers-market-recalls-frozen-cut-leaf-spinach-and-frozen-organic-cut-leaf-spinach-16oz|
|2019|Mai sushi my way|Mai Cuisine Inc.|6/17/19|Spicy shrimp tempura crunch roll, Spicy shrimp tempura roll|Undeclared eggs|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/mai-cuisine-inc-issues-allergy-alert-undeclared-egg-allergen-spicy-shrimp-tempura-sushi-rolls|
|2019|Parivar|SHIVAM DISTRIBUTORS|6/14/19|Dry Dates|High Sulfite Content|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/shivam-distributors-recalls-dry-dates-because-possible-health-risk|
|2019|Pillsbury BEST|Hometown Food Company|6/14/19|Flour|E.coli|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/cooperation-adm-milling-co-hometown-food-company-issues-voluntary-recall-specific-lot-codes|
|2019|Lay's|Frito-Lay North America|6/14/19|Potato Chips|Reason/Problem Undeclared Milk|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/frito-lay-issues-voluntary-allergy-alert-undeclared-milk-lays-lightly-salted-barbecue-flavored|
|2019|WinCo Foods|WinCo Foods, LLC|6/14/19|Frozen Red Raspberries|Norovirus|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/winco-foods-llc-recalls-frozen-red-raspberries-because-possible-health-risk|
|2019|King Arthur Flour|King Arthur Flour, Inc.|6/13/19|Unbleached All-Purpose Flour|Presence of Escherichia coli bacteria (E. coli).|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/association-adm-milling-co-king-arthur-flour-inc-voluntarily-recalls-limited-quantity-unbleached-all|
|2019|NuMedica & Sovereign Laboratories & Pure Research Products LLC & nutrasumma|APS BioGroup, Inc.|6/13/19|Dietary supplement|Stenotrophomonas maltophilia|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/aps-biogroup-recalls-viralox-dps-throat-spray-immulox-and-immuno-prp-spray-because-possible-health|
|2019|Kirkland Signature|Townsend Farms, Inc.|6/12/19|Three Berry Blend|Hepatitis A|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/townsend-farms-inc-identifies-three-new-states-receiving-recalled-domestic-conventional-frozen|
|2019|GSMS Inc.|Teva Pharmaceuticals USA, Inc.|6/11/19|Losartan potassium tablets|Detection of an impurity  N-Nitroso-N-methyl-4-aminobutyric acid (NMBA)|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/teva-pharmaceuticals-usa-inc-expands-voluntary-nationwide-recall-losartan-potassium-50-mg-and-100-mg|
|2019|Kirkland Signature|Townsend Farms, Inc.|6/11/19|Three Berry Blend|Hepatitis A|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/townsend-farms-inc-notifies-costco-possible-health-risk-and-recalls-conventional-frozen-kirkland|
|2019|Karawan & SoCo|Brodt Zenatti Holding LLC|6/10/19|Tahini|Salmonella|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/brodt-zenatti-holding-llc-recalls-karawan-brand-tahini-soco-brand-tahini-because-possible-health-0|
|2019|Private Selection|The Kroger Co.|6/7/19|Frozen Triple Berry Medley|Possible Hepatitis A Contamination|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/kroger-recalls-select-frozen-private-selection-berries-possible-health-risk|
|2019|Whole Foods Market|North Atlantic Whole Foods Market|6/5/19|Specialty Pestos|Undeclared Milk, Pine Nuts, Walnuts|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/allergy-alert-issued-undeclared-milk-pine-nuts-and-walnuts-two-specialty-pesto-products-sold-north|
|2019|Hamilton|Hamilton Medical AG|6/3/19|Hamilton G5 Ventilators|Due to user error message resulting in ventilator entering into an ambient state|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/hamilton-medical-ag-issues-recall-correction-all-hamilton-g5-ventilators-pn-159001-contains-software|
|2019|Candy King - Worms|Drip More, LP|5/31/19|E-liquid|Nicotine content higher than indicated on product label|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/drip-more-lp-voluntarily-recalls-four-lots-candy-king-worms-3-mg-100-ml-due-elevated-nicotine|
|2019|Deep Foods Inc.|Deep Foods Inc.|5/30/19|Deep Golden Raisins|Undeclared Sulfites|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/deep-foods-inc-issues-allergy-alert-undeclared-sulfites-deep-golden-raisins|
|2019|Pecgen DMX,|NOVIS PR LLC|5/29/19|PECGEN DMX, 16 oz, liquid cough syrup|Incorrect dosage on label|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/novis-pr-llc-emite-recogido-voluntario-nivel-nacional-de-pecgen-dmx-debido-error-en-etiqueta|
|2019|Pecgen DMX,|NOVIS PR LLC|5/29/19|PECGEN DMX, 16 oz, liquid cough syrup|Incorrect dosage on label|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/novis-pr-llc-issues-voluntary-nationwide-recall-pecgen-dmx-due-labeling-error|
|2019|Baker's Corner|ADM Milling Co.|5/28/19|All Purpose Flour|Potential presence of E.coli|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/adm-milling-expands-recall-bakers-corner-all-purpose-flour-5lb-bags-packaged-aldi-select-states|
|2019|Heritage|Heritage Pharmaceuticals Inc.|5/28/19|Amikacin Sulfate Injection, USP, 1g/4 mL (250mg/mL) and Prochlorperazine Edisylate Injection, USP, 10mg/2mL (5mg/mL)|Sterility Failure|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/heritage-pharmaceuticals-inc-issues-voluntary-nationwide-recall-amikacin-sulfate-injection-usp-1gm4|
|2019|Southern States|Cargill, Inc.|5/26/19|Various animal feed|Elevated Aflatoxin Levels|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/cargill-expands-previously-announced-voluntary-recall-select-southern-statesr-feed-due|
|2019|Karawan|Brodt Zenatti Holding LLC|5/24/19|Tahini|Potential for Salmonella|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/brodt-zenatti-holding-llc-recalls-karawan-brand-tahini-soco-brand-tahini-because-possible-health|
|2019|La Bella Extreme Sport|The Village Company|5/24/19|Styling Gel|Bacterial Contamination (Burkholderia cepacia and group of related strains)|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/village-company-issues-voluntary-nationwide-recall-la-bella-extreme-sport-styling-gel-due-bacterial|
|2019|Norbrook|Norbrook Laboratories Limited|5/24/19|Veterinary injectable drug products|Product sterility cannot be assured|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/norbrook-laboratories-limited-recalls-veterinary-products-provide-sterility-assurance|
|2019|Pharm D Solutions|Pharm D Solutions, LLC|5/23/19|Sterile Compounded Drug Products|Lack of sterility assurance|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/pharm-d-solutions-llc-issues-voluntary-nationwide-recall-all-sterile-compounded-drugs-due-potential-0|
|2019|Bakers Corner|ALDI|5/23/19|Flour|E. coli|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/association-adm-milling-co-aldi-issues-isolated-recall-5-lb-bakers-corner-all-purpose-flour-expanded|
|2019|Beckman Coulter|Beckman Coulter|5/23/19|Hematology analyzers|Out of Specification Results for|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/fda-alerts-hospitals-laboratories-and-health-care-professionals-about-recall-beckman-coulter-blood|
|2019|Bakers Corner|ADM Milling Co.|5/23/19|Flour|E. coli|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/adm-milling-recalling-bakers-corner-all-purpose-flour-5lb-bags-packaged-aldi|
|2019|Laxmi|House Of Spices India|5/22/19|Dried Apricot|Undeclared sulfites|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/house-spices-india-issues-allergy-alert-undeclared-sulfites-laxmi-dried-apricot|
|2019|Wegmans|Wegmans Food Markets|5/22/19|Undeclared milk|Undeclared Milk|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/wegmans-food-markets-issues-allergen-alert-undeclared-milk-wegmans-neptune-salad-sold-six-wegmans|
|2019|New Seasons Market|New Seasons Market|5/22/19|Bacon Shallot Potato Salad|Undeclared egg|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/new-seasons-market-issues-allergy-alert-undeclared-eggs-bacon-shallot-potato-salad|
|2019|purely elizabeth|purely elizabeth|5/22/19|Granola|Potential presence of foreign material|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/purely-elizabeth-voluntarily-recalls-granola-due-potential-presence-foreign-material|
|2019|Bakers Corner|ALDI|5/22/19|Flour|E.coli|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/association-adm-milling-co-aldi-issues-isolated-recall-5-lb-bakers-corner-all-purpose-flour|
|2019|Hill's|Hill's Pet Nutrition|5/21/19|Canned Dog Food|Potentially Elevated Levels of Vitamin D|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/hills-pet-nutrition-additionally-expands-voluntary-recall-select-canned-dog-food-elevated-vitamin-d|
|2019|7-Eleven|Hearthside Food Solutions|5/21/19|The Italian Job' sandwiches, Italian Style Sub|Undeclared egg|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/hearthside-food-solutions-issues-allergy-alert-undeclared-egg-allergen|
|2019|Specially Selected|ALDI|5/20/19|Paleo Maple Almond Granola|Potential Presence of Foreign Material|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/association-oakhouse-bakeries-llc-aldi-voluntarily-recalls-specially-selected-paleo-maple-almond|
|2019|Coolhaus|Farchitecture BB, LLC, dba Coolhaus|5/17/19|Dairy Free Horchata Frozen Dessert Sandwich|Undeclared Milk|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/coolhaus-issues-voluntary-recall-dairy-free-horchata-frozen-dessert-sandwich|
|2019|Global|US TRADING COMPANY|5/17/19|Rattan Shoot in Brine|Undeclared Sulfites|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/us-trading-recalls-rattan-shoots-brine-due-undeclared-sulfites|
|2019|Art Cream|Art Cream|5/17/19|Gluten Free Cookies N Cream Ice Cream|Undeclared Pecans|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/art-cream-issues-allergy-alert-undeclared-tree-nut-gluten-free-cookies-n-cream-bourbon-pecan-lid|
|2019|GHSW, LLC|GHSW, LLC|5/15/19|Salads, wraps and salad bar trays|Undeclared Soy|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/ghsw-llc-issues-allergy-alert-undeclared-soy-certain-salads-wraps-and-salad-bar-trays-sold-select|
|2019|Biltmore|Seven Seas International USA, LLC|5/14/19|Wild Smoked Sockeye Salmon|Potential to be contaminated with Listeria monocytogenes|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/seven-seas-international-usa-llc-recalls-biltmore-smoked-sockeye-salmon-because-possible-health-risk|
|2019|Promacta|Novartis|5/12/19|Promacta 12.5 mg oral suspension|Due to Potential Peanut Contamination|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/novartis-issues-voluntary-nationwide-recall-promactar-125-mg-oral-suspension-due-potential-peanut|
|2019|Deshi|Deshi Distributors LLC|5/10/19|Golden Raisins|Undeclared sulfites|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/deshi-distributors-llc-issues-alert-undeclared-sulfites-deshi-golden-raisins|
|2019|Mecox Bay Dairy|Mecox Bay Dairy, LLC|5/9/19|Mecox Sunrise Cheese|Listeria monocytogenes|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/mecox-bay-dairy-llc-recalls-mecox-sunrise-cheese-because-possible-health-risk|
|2019|Silver Bullet|Nature's Rx|5/9/19|Male enhancement nutritional supplement|Undeclared Sildenafil and Tadalafil|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/natures-rx-issues-voluntary-nationwide-recall-silver-bullet-10x-undeclared-pde-5-inhibitors-product|
|2019|EnviroKidz|Nature's Path Foods|5/9/19|Choco Chimps, Gorilla Munch and Jungle Munch cereals|Undeclared Gluten|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/natures-path-foods-recalls-specific-production-run-envirokidz-choco-chimps-gorilla-munch-and-jungle|
|2019|THE BEAST|STIFF BOY, LLC|5/7/19|THE BEAST capsules|Contains undeclared sildenafil|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/stiff-boy-llc-issues-voluntary-nationwide-recall-beast-capsules-due-presence-undeclared-sildenafil|
|2019|Titanium 4000|D.B.P. Distribution|5/7/19|Titanium 4000 capsules|Undeclared Sildenafil and Tadalafil|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/dbp-distribution-issues-voluntary-nationwide-recall-titanium-4000-due-presence-undeclared-sildenafil|
|2019|Southern States|Cargill, Inc.|5/6/19|Various animal feed|Elevated Aflatoxin Levels|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/cargill-conducts-voluntary-recall-select-southern-statesr-feed-due-highexcessiveor-elevated|
|2019|Par Pharmaceutical|Par Pharmaceutical, Inc.|5/3/19|Mycophenolate Mofetil for injection|Foreign Material|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/par-pharmaceutical-inc-issues-voluntary-nationwide-recall-one-lot-mycophenolate-mofetil-injection|
|2019|Heritage|Vivimed|5/3/19|Losartan Potassium Tablets USP|Due to the detection of N-Nitroso-N-methyl-4-aminobutyric acid (NMBA)|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/vivimed-life-sciences-pvt-ltd-issues-voluntary-nationwide-recall-losartan-potassium-25-mg-50-mg-and|
|2019|Gia Russa|ICCO Cheese Company, Inc.|5/3/19|Bread crumbs|Undeclared walnuts and pecans|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/icco-cheese-company-inc-issues-allergy-alert-undeclared-walnuts-and-pecans-gia-russa-whole-grain|
|2019|WP Westminster, more|ScieGen Pharmaceuticals, Inc|5/3/19|Irbesartan Tablets, USP 75 mg, 150 mg, and 300 mg dosage forms|Due to detection of NDEA (N-Nitrosodiethylamine) Impurity|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/sciegen-pharmaceuticals-inc-issues-voluntary-nationwide-recall-irbesartan-tablets-usp-75-mg-150-mg|
|2019|Baraka|UBC Food Distributors, Inc|5/3/19|Curry powder|Due to Lead|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/ubc-food-distributors-recalls-hot-curry-powder-and-curry-powder-due-lead|
|2019|Lipari Old Tyme, Copperwood|Lipari Foods|5/2/19|Cheeses|potential contamination of Listeria monocytogenes|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/lipari-foods-issues-voluntary-recall-various-bulk-and-retail-cheese-products-due-possible-health|
|2019|Biohealth|Biohealth Nutrition|5/2/19|Precision Blend Time Release Protein Cookies and Cream|Undeclared wheat|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/biohealth-nutrition-announces-recall-precision-blend-cookies-and-cream-product-undeclared-allergen|
|2019|Caribea|Grande Produce|5/2/19|Papaya Maradol|Salmonella|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/grande-produce-issues-voluntary-recall-limited-quantity-papaya-caribena-due-potential-health-risk|
|2019|Life Rising, HoliCare|Life Rising Corporation|5/2/19|Dietary supplements|Lead|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/life-rising-corporation-recalls-chinese-herbal-supplements-because-possible-health-risk|
|2019|Endo Pharmaceuticals|Endo Pharmaceuticals|5/2/19|Robaxin (methocarbamol tablets, USP) 750mg Tablets|Incorrect Daily Dosing Information on Label|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/endo-pharmaceuticals-issues-voluntary-nationwide-recall-two-lots-robaxinr-750mg-tablets-100-count|
|2019|Taylor Farms|Taylor Farms Retail, Inc.|5/2/19|Coleslaw Kits|Undeclared Milk|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/taylor-farms-retail-inc-recalls-coleslaw-kits-due-undeclared-milk-allergen|
|2019|Fred Meyer|Fred Meyer Stores|5/2/19|100% Whole Wheat Bread|Undeclared milk|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/fred-meyer-stores-issues-allergy-alert-fred-meyer-100-whole-wheat-bread-due-undeclared-milk|
|2019|Sagent Pharmaceuticals|Sagent Pharmaceuticals|4/30/19|Ketorolac Tromethamine Injection|Lack of Sterility|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/sagent-pharmaceuticals-issues-voluntary-nationwide-recall-ketorolac-tromethamine-injection-usp|
|2019|AmEx Pharmacy|AmEx Pharmacy|4/29/19|Bevacizumab 1.25mg/0.05mL 31G Injectable|Product Defect|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/amex-pharmacy-issues-voluntary-nationwide-recall-one-lot-bevacizumab-125mg005ml-31-g-syringe-due|
|2019|Norbrook Laboratories Limited|Norbrook Laboratories Limited|4/29/19|Subcutaneous injectable drug products|Lack of Sterility|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/norbrook-laboratories-limited-expands-recall-veterinary-products|
|2019|Source Day Natural Treasures|New Nan Fong|4/29/19|Liquorice Slice|Undeclared Sulfites|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/new-nan-fong-hong-trading-inc-issues-allergy-alert-undeclared-sulfites-source-day-natural-treasures|
|2019|ChloroFields|ChloroFields|4/29/19|Micro-Greens Asian Mix|Potential Contamination by Salmonella|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/chlorofields-recalls-asian-miicrogreens-because-possible-health-risk|
|2019|Bee International|Bee International, Inc.|4/29/19|Plastic Heart Tubes with Chocolate Lentils|Undeclared Milk|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/bee-international-issues-allergy-alert-undeclared-milk-plastic-heart-tubes-chocolate-lentils|
|2019|The Supreme One / Theravits|Licata Enterprises|4/29/19|Vitamins|Undeclared fish|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/licata-enterprises-asks-volunary-recall-multiple-vitamin-because-possible-fish-allergen-health-risk|
|2019|GSMS Incorporated|Teva Pharmaceuticals USA, Inc|4/26/19|Losartan Potassium 25 mg and 100 mg Tablets USP|Due to The Detection of N-Nitroso N-Methyl 4-Amino Butyric Acid (NMBA)|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/teva-pharmaceuticals-usa-inc-issues-voluntary-nationwide-recall-losartan-potassium-25-mg-and-100-mg|
|2019|ThermaCare|Pfizer Inc.|4/26/19|Back Pain Therapy HeatWraps|Due To Out of Specification Results|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/pfizer-inc-issues-voluntary-nationwide-consumer-level-recall-one-lot-thermacarer-back-pain-therapy|
|2019|Jurox|Jurox Incorporated|4/24/19|Alfaxan unpreserved, an intravenous injectable anaesthetic for cats and dogs|Presence of the aluminum phosphate precipitate|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/jurox-incorporated-voluntarily-recalling-two-lots-alfaxan-unpreserved-intravenous-injectable|
|2019|Caito Foods, Renaissance Food Group, Open Acres, Garden Highway and others|Caito Foods|4/18/19|Fresh cut watermelon, honeydew, cantaloupe and mixed fruit melons|Potential to be contaminated with salmonella|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/caito-foods-llc-voluntarily-recalls-fresh-cut-melon-product-because-possible-health-risk|
|2019|Torrent Pharmaceuticals Limited|Torrent Pharmaceuticals Limited|4/18/19|Losartan potassium tablets, USP; Losartan potassium and Hydrochlorothiazide tablets, USP|Due to The Detection of N-Nitroso N-Methyl 4-Amino Butyric Acid (NMBA)|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/updated-torrent-pharmaceuticals-limited-expands-voluntary-nationwide-recall-losartan-potassium|
|2019|Chips Ahoy!|Mondelez Global LLC|4/17/19|Chips Ahoy Chewy Cookie|Due to Unexpected Solidified Ingredient|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/mondelez-global-llc-conducts-voluntary-recall-certain-chewy-chips-ahoy-13oz-due-unexpected|
|2019|Weis Quality|Weis Markets|4/17/19|Banana Puddin' Ice Cream|Undeclared Egg|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/weis-markets-issues-recall-undeclared-egg-allergen-wq-banana-puddin-ice-cream|
|2019|Ben & Jerry's|Unilever|4/16/19|Coconut Seven Layer Bar bulk and Ben & Jerry's Chunky Monkey ice cream|Undeclared Tree Nut|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/unilever-issues-allergy-alert-undeclared-tree-nut-limited-quantities-ben-jerrys-coconut-seven-layer|
|2019|Hercules Candy|Hercules Candy LLC|4/16/19|Cashew Brittle Bits|Undeclared Peanuts|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/hercules-candy-llc-issues-allergy-alert-undeclared-peanuts-cashew-brittle-bits|
|2019|Jensen Tuna Inc.|Jensen Tuna Inc.|4/16/19|Frozen Ground Tuna|Due to Potential Presence of Salmonella|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/jensen-tuna-louisiana-voluntarily-recalling-frozen-ground-tuna-imported-jk-fish-because-it-may|
|2019|Platinum 40000|SD Imports|4/12/19|Aphrodisiac capsules|Unapproved Ingredient|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/sd-import-issues-voluntary-nationwide-recall-aphrodisiac-capsules-due-presence-undeclared-sildenafil|
|2019|Corner Store Market|Great American Marketing Company|4/10/19|Ready to Eat Sandwiches, Wraps, and Salads|Potential to be contaminated with Listeria monocytogenes|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/great-american-marketing-company-recalls-ready-eat-products-because-possible-health-risk|
|2019|Brian Richardson dba In Tha Pink|Brian Richardson dba In Tha Pink|4/8/19|Ground Kopi Jantan Tradisional Natural Herbs Coffee|Undeclared Sildenafil and Tadalafil|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/brian-richardson-dba-tha-pink-issues-voluntary-nationwide-recall-kopi-jantan-tradisional-natural|
|2019|Thogersen Family Farm|Thogersen Family Farm|4/5/19|raw frozen ground pet food|Potential to be contaminated with Listeria monocytogenes|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/thorgensen-family-farm-recalls-raw-frozen-ground-pet-food-rabbit-duck-llama-pork-because-possible|
|2019|Thomas Hammer|Thomas Hammer Coffee Roasters Inc.|4/4/19|Blueberry Bread|Undeclared egg|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/thomas-hammer-coffee-roasters-inc-issues-allergy-alert-undeclared-egg-blueberry-bread|
|2019|Muse|Nestle Purina PetCare Company|4/4/19|Wet Cat Food|Potential Presence of Rubber Pieces|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/nestle-purina-petcare-company-voluntarily-recalls-limited-amount-muse-wet-cat-food-natural-chicken|
|2019|Hunt's|Conagra Brands, Inc.|4/3/19|Canned Tomato Paste No Salt Added|Potential for mold|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/conagra-brands-announces-recall-limited-amount-hunts-tomato-paste-cans-due-potential-presence-mold|
