|Year|Brand|Company|Date|ProductDescription|Reason|Url|
|2020|Wild Harvest|United Natural Foods, Inc.|5/11/20|Organic Fresh Basil|Contaminated by Cyclospora cayetanensis|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/unfi-voluntarily-recalls-wild-harvestr-organic-basil-due-possible-health-risk|
|2020|ICU Medical Inc.|ICU Medical Inc.|5/8/20|Lactated Ringers Injection, USP|Presence of particulates (iron oxide)|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/icu-medical-issues-voluntary-nationwide-recall-lactated-ringers-injection-usp-due-presence|
|2020|Pluckers World Famous Wing Sauce|Zilk's Plus Resources, LLC|5/8/20|Bottled Wing Sauces|Undeclared Allergens (Milk, Soy, and/or Wheat)|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/zilks-plus-resources-issues-allergy-alert-undeclared-milk-soy-and-wheat-select-12-oz-bottled-sauces|
|2020|Becca Cosmetics|Becca Cosmetics|5/7/20|Light Shifter Brightening Concealer|Potential Mold|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/becca-cosmetics-voluntarily-recalls-light-shifter-brightening-concealer|
|2020|The Essential Baking Company|The Essential Baking Company|5/5/20|Sliced Columbia Bread|Undeclared Egg|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/essential-baking-company-issues-allergen-alert-undeclared-egg-84-loaves-32-oz-sliced-columbia-bread|
|2020|OPTAVIA|Medifast, Inc.|5/4/20|Essential Old Fashioned Maple & Brown Sugar Oatmeal|Undeclared Milk|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/medifast-inc-issues-allergy-alert-undeclared-milk-optavia-essential-old-fashioned-maple-brown-sugar|
|2020|Nabisco|Mondelez Global LLC|5/1/20|Ritz crackers|Undeclared peanut|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/mondelez-global-llc-conducts-voluntary-recall-limited-quantity-ritz-cheese-cracker-sandwiches-family|
|2020|Condies Foods|Condies Foods|4/29/20|Chicken salad sandwiches|Undeclared soy|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/condies-foods-issues-allergy-alert-undeclared-soy-allergen-chicken-salad-croissant-single-item-43237|
|2020|CMEAmerica BodyGuard|CME America|4/29/20|Infusion pumps and infusion sets|pumps may not deliver fluid at the accuracy specified in the instructions for use and infusion sets may under-deliver fluids|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/cme-america-provides-update-two-previously-announced-voluntary-recalls-related-ambulatory-infusion|
|2020|Benefiber|GSK Consumer Healthcare|4/28/20|Prebiotic Fiber Supplement|Potential for plastic pieces or shavings|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/gsk-consumer-healthcare-recalls-benefiber-healthy-shape-prebiotic-fiber-supplement-and-benefiber|
|2020|QuVa|QuVa Pharma, Inc.|4/27/20|R.E.C.K. (Ropivacaine, Epinephrine, Clonidine, Ketorolac) 50 ml in Sodium Chloride-60 ml BD syringe|presence of particulate matter|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/fresenius-kabis-recall-ketorolac-results-quva-pharmar-recall-compounded-sterile-product-reck|
|2020|Royal International Trading Inc.|Royal International Trading Inc.|4/22/20|"TAINY BOCTOKA DRY FRUITS MIX COMPOT APPLE"|Undeclared Sulfites|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/royal-international-trading-inc-issues-alert-undeclared-sulfites-tayni-boctoka-dry-fruits-mix-compot|
|2020|TRUE METRIX|Trividia Health, Inc.|4/21/20|TRUE METRIX AIR Blood Glucose Meter|Incorrect factory-set unit of measure|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/trividia-health-inc-issues-nationwide-voluntary-recall-isolated-true-metrix-air-blood-glucose-meter|
|2020|Ocean Spray|Ocean Spray Cranberries, Inc.|4/21/20|Pink Lite Cranberry Juice Drink|Undeclared Sulfites|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/ocean-spray-cranberries-inc-recalls-single-production-lot-55-oz-cans-pink-lite-cranberry-juice-drink|
|2020|Buckhead Meat and Seafood of Houston, Inc.|Buckhead Meat and Seafood of Houston, Inc., a Sysco Company|4/21/20|Frozen Flounder Stuffed with Seafood|Undeclared wheat, soy, milk, fish, and eggs|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/allergy-alert-issued-buckhead-meat-and-seafood-houston-inc-undeclared-wheat-soy-milk-fish-and-eggs|
|2020|Fresenius Kabi|Fresenius Kabi USA, LLC|4/20/20|Ketorolac Tromethamine Injection, USP, 30 mg/mL, and Ketorolac Tromethamine Injection, USP, 60 mg/2 mL|Presence of Particulate Matter|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/fresenius-kabi-issues-voluntary-nationwide-recall-13-lots-ketorolac-tromethamine-injection-usp-due|
|2020|B. Braun|Braun Medical Inc|4/20/20|Ceftazidime for Injection USP (2g) and Dextrose for Injection USP (50 ml) in Duplex Container|Out-of-Specification Results for High Molecular Weight Polymers|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/b-braun-medical-inc-issues-voluntary-nationwide-recall-one-1-lot-ceftazidime-injection-usp-and|
|2020|Homestead Creamery|Homestead Creamery Inc.|4/17/20|Unsalted Butter|Potential to be contaminated with Listeria monocytogenes|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/homestead-creamery-recall-unsalted-butter-because-possible-health-risk|
|2020|Heritage|Avet Pharmaceuticals Labs Inc.|4/16/20|Tetracycline HCl Capsules, 250mg and 500mg|Due to low out of specification dissolution results|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/avet-pharmaceuticals-inc-issues-voluntary-nationwide-recall-tetracycline-hcl-capsules-usp-250-mg-and|
|2020|Whole Foods Market|Whole Foods Market|4/16/20|Queso Sauce|Undeclared cashews|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/allergy-alert-issued-undeclared-cashews-queso-sauce-sold-single-whole-foods-market-store-phoenix|
|2020|Clover Valley|Dollar General Corporation|4/15/20|Iced Oatmeal Cookies|Undeclared Milk and Tree Nuts|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/dollar-general-announces-voluntary-recall-clover-valleyr-iced-oatmeal-cookies-over-undeclared-milk|
|2020|Gemini Laboratories|Amneal Pharmaceuticals, LLC|4/15/20|Nizatidine Oral Solution 15 mg/mL|NDMA (Nitrosodimethylamine) impurity|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/amneal-pharmaceuticals-llc-issues-voluntary-nationwide-recall-nizatidine-oral-solution-15-mgml-due|
|2020|Sun Hong Foods|Sun Hong Foods, Inc.|4/14/20|Enoki Mushrooms|Potential to be contaminated with Listeria monocytogenes|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/sun-hong-foods-inc-recalls-enoki-mushroom-because-possible-health-risk|
|2020|Guan's Mushroom Co.|Guan's Mushroom Co.|4/14/20|Enoki Mushroom|Potential Listeria monocytogenes|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/guans-mushroom-co-recalls-enoki-because-possible-health-risk|
|2020|H&C Food Inc.|H&C Food Inc.|4/14/20|Enoki mushrooms|Potential to be contaminated with Listeria monocytogenes|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/hc-food-inc-recalls-enoki-mushroom-because-possible-health-risk|
|2020|Kodiak Cakes|Kodiak Cakes|4/13/20|Blueberry Chia Energy Waffles|Undeclared milk|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/kodiak-cakes-issues-allergy-alert-undeclared-milk-kodiak-cakes-blueberry-chia-energy-waffles-1072-oz|
|2020|Hospira, Inc.|Hospira, Inc.|4/13/20|Hydromorphone HCL Injection, USP|Due to The Potential for Empty or Cracked Glass Vials|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/hospira-issues-voluntary-nationwide-recall-hydromorphone-hcl-injection-usp-cii-due-potential-empty|
|2020|Sagent|Sagent Pharmaceuticals|4/13/20|Methylprednisolone Sodium Succinate for Injection, USP 40mg, 125mg, and 1g|Due to High Out of Specification Impurity Results|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/sagent-pharmaceuticals-issues-voluntary-nationwide-recall-methylprednisolone-sodium-succinate|
|2020|DSD Merchandisers, Inc.|DSD Merchandisers, Inc.|4/13/20|Roasted/Salted Deluxe Mixed Nuts|Undeclared peanut|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/dsd-merchandisers-inc-issues-allergy-alert-undeclared-peanut-roastedsalted-deluxe-mixed-nuts-deli|
|2020|Redbarn, Chewy Louie, Dentley's, and Good Lovin'|Redbarn Pet Products, LLC|4/10/20|Bully Stick dog food|Potential to be contaminated with Salmonella|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/redbarn-pet-products-expands-voluntary-recall-dog-chews|
|2020|IDLife|IDLife, LLC|4/10/20|Protein bars, Snack bars, Kids bars|Undeclared Allergens (peanuts, almonds, almonds coconut oil)|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/idlife-llc-issues-allergy-alert-various-undeclared-allergens-its-bars|
|2020|Starwest Botanicals|Starwest Botanicals|4/10/20|Organic cardamom whole green pods|Potential to be contaminated with salmonella|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/starwest-botanicals-inc-product-recalls-organic-cardamom-pods-green-whole-due-possible-salmonella|
|2020|Wegmans|Wegmans Food Markets, Inc.|4/10/20|Thai Sweet Chili Sauce Cup|Undeclared egg|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/wegmans-food-markets-issues-allergen-alert-undeclared-egg-wegmans-thai-sweet-chili-sauce-cup-15-oz|
|2020|Ciolo Foods|Ciolo Foods|4/10/20|Nut Free Basil Pesto|Undeclared tree nuts (Pine Nuts and Walnuts)|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/ciolo-foods-issues-allergy-alert-undeclared-tree-nuts-ciolo-nut-free-basil|
|2020|Whole Foods Market|Whole Foods Market|4/10/20|Minestrone Soup|Undeclared milk|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/allergy-alert-issued-undeclared-milk-minestrone-soup-sold-whole-foods-market-stores-32-states-and|
|2020|Kraken Kratom, Phytoextractum, & Soul Speciosa|PDX Aromatics|4/9/20|White vein powder & capsule red vein powder products|Potential to be contaminated with Salmonella|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/pdx-aromatics-expands-recall-kratom-products-because-possible-health-risk|
|2020|Kraken Kratom, Soul Speciosa, and Phytoextractum|PDX Aromatics DBA Kraken Kratom, Phytoextractum, and Soul Speciosa|4/9/20|Kratom Powder|Potential to be contaminated with salmonella|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/pdx-aromatics-recalls-kratom-powder-because-possible-health-risk|
|2020|Oregon Food Bank|Oregon Food Bank|4/9/20|Chia Seeds|May be contaminated with rodent droppings|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/oregon-food-bank-issues-alert-foreign-material-chia-seeds|
|2020|Organic Go Smile!|International Harvest, Inc|4/9/20|Raw Coconut|Potential of Salmonella|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/international-harvest-inc-recalls-organic-go-smile-raw-coconut-because-possible-health-risk|
|2020|River Valley Sprouts|River Valley Sprouts|4/9/20|Alfalfa Sprouts|Potential to be contaminated with Salmonella|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/river-valley-sprouts-recalls-alfalfa-sprouts-and-garlic-alfalfa-sprouts-due-possible-salmonella|
|2020|Midwest Northern Nut|Midwest Northern Nut|4/9/20|Nut and Seed Snack Mixes|Undeclared peanuts and various tree nuts|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/midwest-northern-nut-issues-voluntary-allergy-alert-various-undeclared-allergens-their-nut-and-seed|
|2020|Oregon Food Bank|Oregon Food Bank|4/9/20|Pumpkin Seeds|Potential to be contaminated with Listeria species|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/oregon-food-bank-voluntarily-recalls-pumpkin-seeds-because-possible-contamination-listeria-species|
|2020|Haggen|Haggen|4/9/20|Deli products|Potential to be contaminated with salmonella|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/twelve-haggen-stores-voluntarily-recall-select-deli-products-cooperation-taylor-farms-onion-recall|
|2020|Izzy's Ice Cream|Izzy's Ice Cream, LLC|4/9/20|Maple Nut Ice Cream|Undeclared peanut|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/recall-certain-lots-izzys-maple-nut-ice-cream-due-undeclared-peanuts|
|2020|Bayer|Bayer|4/9/20|Alka-Seltzer Plus|Mislabeling-The ingredients on the front sticker may not match the actual product in the carton|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/bayer-issues-voluntary-recall-alka-seltzer-plusr-products|
|2020|The Maidens Creamery|Good Fields Farm / The Maidens Creamery|4/9/20|Raw Goat Milk Cheese|Potential to be contaminated with Listeria monocytogenes|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/consumer-alert-listeria-contamination-maidens-creamery-wild-meadow-raw-goat-milk-cheese|
|2020|Southgate|Vietti Foods|4/9/20|Hot Dog Chili Sauce|Undeclared Wheat and Eggs|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/vietti-foods-issues-allergy-alert-undeclared-wheat-and-eggs-southgate-hot-dog-chili-sauce|
|2020|Schwartz Brothers Bakery|Schwartz Brothers Bakery of Seattle|4/9/20|Cream Cheese Cinnamon Rolls|Undeclared egg|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/schwartz-brothers-bakery-issues-allergy-alert-undeclared-egg-gourmet-cream-cheese-cinnamon-rolls|
|2020|Natural Grocers|Vitamin Cottage Natural Food Markets, Inc.|4/9/20|Coconut Smiles Organic|Potential to be contaminated with Salmonella|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/natural-grocers-issues-recall-coconut-smiles-organic-due-salmonella|
|2020|Rad Cat|Radagast Pet Food, Inc.|4/8/20|Free-Range Chicken and Turkey Recipes (Raw Diet) for Cats|Potential to be contaminated with Listeria monocytogenes|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/radagast-pet-food-inc-voluntarily-recalls-one-lot-rad-cat-raw-diet-free-range-chicken-and-one-lot|
|2020|Weis|Weis Markets|4/8/20|Cole Slaw|Undeclared Egg|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/weis-markets-issues-allergy-alert-weis-quality-store-made-cole-slaw-sold-8-stores-due-undeclared-egg|
|2020|Milos Kitchen|J.M. Smucker Company|4/8/20|Dog treats|Elevated Levels of Thyroid Hormone|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/limited-production-two-varieties-milos-kitchenr-dog-treats-voluntarily-recalled-due-potentially|
|2020|Explorateur|Whole Foods Market|4/7/20|Triple crme cheese|Potential to be contaminated with Listeria monocytogenes.|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/nine-whole-foods-market-stores-issue-voluntary-recall-explorateur-french-triple-creme-cheese-due|
|2020|Kraken Kratom, Phytoextractum, & Soul Speciosa|PDX Aromatics|4/7/20|White vein powder & capsule red vein powder products|Potential to be contaminated with salmonella|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/pdx-aromatics-issues-second-expanded-recall-kratom-products-because-possible-health-risk|
|2020|Four J|Cookwell & Company|4/7/20|Charred Tomato & Basil Sauce|Undeclared Soy, Wheat and Fish|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/cookwell-company-issues-allergy-alert-undeclared-soy-wheat-and-fish-allergen-charred-tomato-basil|
|2020|Natural Selections and ZooLogics|Darwins Natural Pet Products|4/7/20|Fresh raw meals for dogs|Due To Contamination Salmonella And Shiga Toxin-Producing Escherichia Coli O128|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/darwins-natural-pet-products-issues-voluntary-recalls-darwins-brand-dog-foods-due-contamination|
|2020|Whole Foods Market|Whole Foods Market|4/7/20|Decorated (iced) cookies|Undeclared egg|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/allergy-alert-issued-select-northern-california-whole-foods-market-stores-undeclared-egg-some|
|2020|Advocare|Advocare International|4/7/20|Muscle Strength and Nighttime Recovery dietary supplements|Undeclared milk|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/advocare-issues-allergy-alert-select-bottles-muscle-strength-and-nighttime-recovery-product-because|
|2020|Eclipse|Tamarack Inc.|4/7/20|Eclipse Kratom-containing powder products|Salmonella|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/tamarack-inc-recalls-eclipse-kratom-because-possible-salmonella-contamination|
|2020|Wegmans|First Source, LLC|4/7/20|Yogurt Raisins|Undeclared peanut|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/first-source-issues-allergy-alert-undeclared-peanuts-wegmans-9-oz-yogurt-raisins|
|2020|Buenas|Global Commodities Corporation|4/7/20|Grated coconut|Salmonella|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/global-commodities-corporation-recalls-buenas-grated-coconut-due-possible-health-risk|
|2020|King Arthur|King Arthur Flour Company|4/7/20|Organic Coconut Flour|Potential to be contaminated with salmonella|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/king-arthur-flour-company-inc-voluntarily-recalls-organic-coconut-flour-16-oz-because-possible|
|2020|La Marinera|Guixens Food Group, Inc.|4/7/20|Dried Yellow Potatoes|Undeclared Sulfites|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/guixens-food-group-issues-allergy-alert-undeclared-sulfites-la-marinera-brand-dried-yellow-potatoes|
|2020|Formagere de la Brie|Seacrest Foods International, Inc.|4/7/20|Cheese|Potential to be contaminated with Listeria monocytogenes|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/seacrest-foods-recalls-lexplorateur-soft-ripened-cheese-due-possible-health-risk|
|2020|Archer Farms, Ben & Jerrys, Breyers, C&W|Target Corporation|4/7/20|Various frozen items|May be contaminated by spoilage organisms or pathogens|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/target-corporation-issues-voluntary-recall-variety-frozen-products-sold-single-store-oahu|
|2020|Mrs. Gerry's, Open Acres, Festival, Knowlan's and Market Fresh|Mrs. Gerry's Kitchen Inc.|4/7/20|Egg Salads and Potato Salads|Undeclared Seafood-fish and shellfish|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/mrs-gerrys-kitchen-issues-allergen-alert-undeclared-seafood-salad|
|2020|Food Service, H. Brooks, H. Brooks-Taste Buds, and Supervalu - Cub Quick & Easy|Cut Fruit Express Inc.|4/7/20|Bruschetta Dip and Bruschetta Mix|Undeclared Soy and Milk|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/cut-fruit-express-inc-announces-voluntary-recall-fresh-bruschetta-mixed-and-dips-because-undeclared|
|2020|Stewart's|Stewart's Shops Corp|4/7/20|Ice Cream|Undeclared peanut|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/stewarts-shops-issues-allergy-alert-pint-chocolate-peanut-butter-cup-ice-cream|
|2020|Back to Health and Healthy Home Center Inc.|Independent Nutrition Inc. dba Back to Health|4/7/20|pre-workout dietary supplements|Undeclared milk|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/independent-nutrition-inc-issues-allergy-alert-undeclared-milk-ignite-pre-workout-supplement|
|2020|Healthy Nut Factory|The Health Nuts|4/7/20|Organic Coconut Smiles|Potential to be contaminated with salmonella|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/health-nut-factory-recalls-organic-coconut-smiles-because-possible-health-risk|
|2020|Bob's Red Mill|Bob's Red Mill Natural Foods|4/7/20|Organic Amaranth Flour|Salmonella|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/bobs-red-mill-natural-foods-inc-voluntarily-recalls-organic-amaranth-flour-22-oz-because-possible|
|2020|PASTA DE LASSAR ANDROMACO|MarcasUSA, LLC|4/7/20|Pasta De Lassar Andromaco Skin Protectant|Due to Potential Contamination of high levels of yeast, mold, and bacteria|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/marcasusa-llc-emite-retiro-voluntariamente-nivel-nacional-de-pasta-de-lassar-andromaco-protector-de|
|2020|PASTA DE LASSAR ANDROMACO|MarcasUSA, LLC|4/7/20|Pasta De Lassar Andromaco Skin Protectant|Due to Potential Contamination of high levels of yeast, mold, and bacteria|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/marcasusa-llc-issues-voluntary-nationwide-recall-pasta-de-lassar-andromaco-skin-protectant-25-zinc|
|2020|Kitchen's Cravings|Kwik Trip, Inc.|4/7/20|Egg Salad Sandwich|Undeclared Fish or Shellfish|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/kwik-trip-inc-issues-allergen-alert-undeclared-fish-or-shellfish-premium-egg-salad-sandwich-oat|
|2020|Club 13|Club 13|4/7/20|Kratom Maeng Da Red|Potential to be Contaminated with Salmonella|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/club-13-recalls-kratom-maeng-da-red-powder-and-capsules-because-possible-health-risk|
|2020|K9 Natural|K9 Natural Ltd|4/7/20|Pet food|Potential to be contaminated with Listeria monocytogenes|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/k9-natural-ltd-voluntarily-recalls-k9-natural-frozen-chicken-feast-raw-pet-food-22lb-and-11lb-bags|
|2020|EXO|Aspire Food Group|4/7/20|Blueberry vanilla, peanut butter & jelly, and apple cinnamon cricket protein bars|Undeclared Sulfites|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/aspire-food-group-issues-alert-undeclared-sulfites-exo-bars|
|2020|eBars|eBars LLC|4/7/20|Energy Bars|Undeclared peanut and/or almond|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/ebars-issues-allergy-alert-undeclared-allergens|
|2020|Vusa Vibe|R.J. Reynolds Vapor Company|4/7/20|Vuse Vibe power units|Due to malfunctioning batteries|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/urgent-voluntary-product-recall-vuse-vibe-power-units|
|2020|OC Raw Dog|OC Raw Dog, LLC|4/6/20|Chicken, Fish, & Produce Dog Food|Listeria|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/oc-raw-dog-llc-recalls-one-lot-chicken-fish-produce-because-possible-health-risk|
|2020|OC Raw Dog|OC Raw Dog, LLC|4/6/20|Freeze Dried Sardines|Incorrect compliance guidelines|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/oc-raw-dog-llc-recalls-freeze-dried-sardines-because-product-exceeds-fda-size-restrictions|
|2020|Greenbelt Microgreens|Greenbelt Greenhouse LTD|4/6/20|Microgreen Mix|Potential to be contaminated with Listeria monocytogenes|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/greenbelt-greenhouse-ltd-recalls-greenbelt-microgreens-brand-microgreens-because-possible-health|
|2020|Giant Eagle, Market District and GetGo|Giant Eagle, Inc.|4/6/20|items prepared with romaine lettuce|Due to Potential E. coli Contamination|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/giant-eagle-voluntarily-recalls-items-prepared-romaine-lettuce-due-potential-e-coli-contamination|
|2020|Herbal-Salvation|Viable Solutions|4/6/20|Kratom containing powder products|Salmonella|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/viable-solutions-llc-recalls-certain-kratom-containing-powder-products-because-possible-health-risk|
|2020|Various: Pain Out, Nirvanio, Cali|NutriZone, LLC|4/6/20|various kratom dietary supplements|Salmonella|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/nutrizone-expands-recalls-various-lots-multiple-dietary-supplements-include-all-kratom-products-and|
|2020|Labrada|Labrada Nutrition|4/6/20|"LeanPro8" Protein Powder|Allergen - Eggs|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/labrada-nutrition-issues-allergy-alert-undeclared-egg-leanpro8-protein-powder|
|2020|Budget $aver|Ziegenfelder Company|4/6/20|Ice pops|Listeria|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/ziegenfelder-company-recalls-certain-ice-pops-possible-health-risk|
|2020|TRUDOG|TruPet, LLC|4/6/20|Pet food-freezed dried raw beef topper|Salmonella|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/trupet-llc-recalls-boost-me-mighty-meaty-beef-topper-meal-enhancer-because-possible-salmonella|
|2020|NXTGEN|NGB Corp|4/6/20|Kratom dietary supplement|Salmonella|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/ngb-corp-recalls-nxtgen-botanicals-maeng-da-kratom-because-possible-salmonella-contamination|
|2020|Simply Superior, Moreys|Superior Foods Company|4/6/20|Smoked Salmon Spreads|Listeria|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/superior-foods-company-voluntarily-recalls-487-lbs-smoked-salmon-spreads|
|2020|Sunseed Vita Prima|Vitakraft Sun Seed Inc|4/6/20|Sugar Glider Formula|Potential to be contaminated with Salmonella|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/vitakraft-sun-seed-recalls-sunseed-vita-prima-sugar-glider-food-due-possible-salmonella-health-risk|
|2020|Formagerie de la Brie brand|Worlds Best Cheeses|4/6/20|lExplorateur soft ripened cheese|Listeria|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/worlds-best-cheese-recalls-lexplorateur-soft-ripened-cheese-due-possible-health-risk|
|2020|Publix, Sunups, more|Cal-Maine Foods, Inc.|4/6/20|Shell eggs|Eggs|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/cal-maine-foods-inc-announces-voluntary-shell-egg-recall-due-possible-health-risk|
|2020|Eataly|Eataly USA|4/6/20|Artichoke Spread|Allergen - Walnuts|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/eataly-usa-issues-allergy-alert-undeclared-walnuts-artichoke-spread|
|2020|Gerard Dominique|Seabear Company|3/31/20|Wild Coho Smoked Salmon|Clostridium botulinum|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/seabear-company-issues-voluntary-recall-cold-smoked-wild-coho-salmon-lox-because-possible-health|
|2020|Dragon Kratom|Maya Distribution, LLC|3/31/20|Dietary Supplements|Salmonella|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/maya-distribution-llc-recalls-dragon-label-kratom-because-possible-salmonella-contamination|
|2020|SAM|SAM Medical|3/31/20|Extremity Tourniquets|possible failure of the stitches securing the buckle to the nylon belt|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/urgent-medical-device-recall-sam-xt-extremity-tourniquet|
|2020|Sugarfina|Sugarfina, Inc.|3/31/20|Sugar Cookies Products|Allergen - Eggs|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/sugarfina-inc-issues-allergen-labeling-alert-undeclared-eggs-sugar-cookies-product|
|2020|Hickory Harvest, Heinens, and Liberty Snacks|Hickory Harvest Foods|3/31/20|ISLAND FRUIT MIX AND ORGANIC NUT MIX PRODUCTS|Listeria monocytogenes|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/hickory-harvest-recalls-certain-island-fruit-mix-and-organic-nut-mix-products-because-possible|
|2020|Stonewall Kitchen|Stonewall Kitchen|3/31/20|Basil Pesto|Allergen - Milk and Eggs|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/stonewall-kitchen-voluntarily-recalls-limited-amount-basil-pesto-aioli-due-mislabeling-and|
|2020|Golden Flake, Good Health, UTZ, Weis|Quality Foods, LLC|3/31/20|Tortilla Chips|Undeclared milk|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/voluntary-recall-certain-golden-flake-good-health-utz-and-weis-brand-tortilla-chips-because-possible|
