|Year|Brand|Company|Date|ProductDescription|Reason|Url|
|2023|Blues Hog|Baron Spices, Inc.|04/09/2024|Seasoning|Food &#x26; Beverages|Potential or Undeclared Allergen &#x2013; Soy and Wheat|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/baron-spices-inc-issues-allergy-alert-undeclared-soy-and-wheat-blues-hog-sweet-savory-seasoning|
|2023|Belgian Yummies, SOFRA, Ria|Belgian Yummies|04/09/2024|Ice Cream Sandwiches &#x26; Gelato|Food &#x26; Beverages, Allergens, Ice Cream&#x2f;Frozen Dairy|Undeclared Wheat, Soy, Egg, Coconut &#x26;&#x2f;or Peanuts, FD&#x26;C Yellow &#x23;5|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/belgian-yummies-issues-allergy-alert-undeclared-allergens-wheat-soy-egg-coconut-andor-peanuts-and|
|2023|Medline and Centurion|Medline Industries, LP|04/08/2024|Convenience kits|Medical Devices|The potential for a lack of sterility|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/medline-industries-lp-issues-nationwide-recall-convenience-kits-containing-nurse-assist-09-sodium|
|2023|Aruba Aloe|Aruba Aloe Balm N.V.|04/05/2024|Hand Sanitizer Gel and Alcoholada Gel|Drugs|Product contains methanol|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/aruba-aloe-balm-nv-issues-voluntary-nationwide-recall-aruba-aloe-hand-sanitizer-gel-alcohol-80-and|
|2023|Fendall 2000|Honeywell Safety Products USA|04/05/2024|Non-Sterile Eyewash Cartridge|Drugs|Non-compliance with current good manufacturing practice &#x28;cGMP&#x29; requirements.|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/honeywell-safety-products-usa-inc-issues-voluntary-worldwide-recall-honeywell-fendall-2000-non|
|2023|Green ELV Nutrition|World Green Nutrition, Inc.|04/04/2024|Elv Control Herbal Supplement|Food &#x26; Beverages|Product contains yellow oleander.|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/world-green-nutrition-inc-announces-expansion-recall-tejocote-products-due-presence-yellow-oleander|
|2023|Abdallah|Abdallah Candies|04/02/2024|Sea Salt Almond Alligators|Food &#x26; Beverages, Allergens|Undeclared almonds|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/abdallah-candies-issues-allergy-alert-undeclared-almond-abdallahs-8-oz-sea-salt-almond-alligators|
|2023|ForeverMen|FAonline Inc|04/02/2024|Natural Energy Boost|Dietary Supplements|Product is tainted with sildenafil and tadalafil|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/forevermen-supplements-recalled|
|2023|Multiple Brand Names|ADM Animal Nutrition|04/01/2024|Chicken Feed, Swine Feed, Cattle Feed, Horse Feed|Animal &#x26; Veterinary, Animal Feed|Specific lots may contain elevated levels of calcium, phosphorus, magnesium, sodium and&#x2f;or chloride and may harm chickens, swine, beef cattle and equine.|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/adm-animal-nutrition-recalls-select-pen-palsr-chicken-feed-moormans-showtec-swine-feed-ampt-cattle|
|2023|Deluxe|Lidl US|04/01/2024|Macarons Party Edition|Food &#x26; Beverages, Allergens|Undeclared allergens - wheat, soy, egg, milk, tree nuts &#x28;almonds, pistachios, and coconut&#x29;.|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/lidl-voluntarily-recalls-deluxe-branded-macarons-party-edition-due-undeclared-allergens|
|2023|AVpak|AvKARE, LLC|04/01/2024|Atovaquone Oral Suspension, USP 750mg&#x2f;5mL|Drugs|Potential Bacillus cereus contamination|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/avkare-llc-issues-voluntary-nationwide-recall-atovaquone-oral-suspension-usp-750-mg5-ml-due|
|2023|Helados Mexico|Tropicale Foods|03/30/2024|mango bars in the variety pack|Food &#x26; Beverages, Foodborne Illness|Potential to be contaminated with Salmonella|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/tropicale-foods-recalls-helados-mexico-mini-cream-variety-pack-because-possible-health-risk|
|2023|Geissler&#x2019;s Supermarket Inc.|Geisslers Supermarket Inc.|03/29/2024|Sushi products|Food &#x26; Beverages|Undeclared milk, wheat and eggs|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/geisslers-supermarket-inc-issues-allergy-alert-undeclared-egg-wheat-and-milk-sushi-product|
|2023|Food Club|Shawnee Milling Company|03/29/2024|All Purpose Flour|Food &#x26; Beverages, Allergens|Undeclared milk and eggs|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/shawnee-milling-company-issues-allergy-alert-undeclared-milk-and-egg-5lb-food-club-all-purpose-flour|
|2023|Eugia US LLC|Eugia US LLC|03/28/2024|Methocarbamol Injection, USP 1000 mg&#x2f;10 mL &#x28;100mg&#x2f;mL&#x29; &#x28;Single Dose Vial&#x29;|Drugs|Device &#x26; Drug Safety &#x2013; Presence of Particulate Matter|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/eugia-us-llc-fka-auromedics-pharma-llc-issues-voluntary-nationwide-recall-methocarbamol-injection|
|2023|Amneal|Amneal Pharmaceuticals, LLC.|03/27/2024|Vancomycin Hydrochloride for Oral Solution, USP, 250 mg&#x2f;5mL|Drugs|Super potent due to bottles being overfilled|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/amneal-pharmaceuticals-llc-issues-nationwide-voluntary-recall-vancomycin-hydrochloride-oral-solution|
|2023|Nimbus|InfuTronix, LLC|03/20/2024|Nimbus Pump System|Medical Devices|Recall due to a high number &#x28;3698&#x29; of customer complaints related to the Nimbus Infusion Pump systems|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/voluntary-removal-announcement-infutronix-nimbus-ambulatory-infusion-pump-system|
|2023|Various|Pyramid Wholesale|03/20/2024|Dietary supplements for sexual enhancement|Dietary Supplements, Drugs|Undeclared Sildenafil and&#x2f;or Tadalafil|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/pyramid-wholesale-issues-recall-various-brands-products-sold-dietary-supplements-sexual-enhancement|
|2023|Mojo, Mojo 2, iQ 2, Phantom 2|Sleepnet Corporation|03/18/2024|CPAP and BIPAP Masks with Magnets|Medical Devices|Potential interference with certain medical implants|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/sleepnet-corporation-issues-worldwide-recall-cpap-and-bipap-masks-magnets-due-potential-interference|
|2023|Trader Joe&#x2019;s|Wenders LLC|03/18/2024|50&#x25; Less Salt Roasted &#x26; Salted Whole Cashews|Food &#x26; Beverages|Potential to be contaminated with Salmonella.|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/wenders-llc-recalls-trader-joes-nuts-50-less-sodium-roasted-salted-whole-cashews-because-possible|
|2023|Door Country Love|Kick Ash Products, LLC|03/18/2024|Dark Chocolate Cherry Granola|Food &#x26; Beverages|May contain undeclared almonds|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/kick-ash-products-issues-allergy-alert-undeclared-almonds-product|
|2023|Great Value|John B Sanfilippo &#x26; Son, Inc.|03/13/2024|Honey Roasted Cashews|Food &#x26; Beverages|Undeclared milk and coconut allergens|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/john-b-sanfilippo-son-inc-issues-allergy-alert-undeclared-coconut-and-milk-great-value-honey-roasted|
|2023|Par Pharmaceutical|Endo International, Par Pharmaceutical|03/12/2024|Treprostinil 20mg&#x2f;20mL Injection|Drugs|Potential Presence of Silicone Particulate Matter|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/par-pharmaceutical-issues-voluntary-nationwide-recall-one-lot-treprostinil-injection-due-potential|
|2023|Wesco Fresh|Wesco, Inc.|03/11/2024|Mint No Bake Cookies|Food &#x26; Beverages|Undeclared Peanut Allergen|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/wesco-inc-issues-voluntary-recall-and-allergy-alert-undeclared-peanut-wesco-mint-no-bake-cookie|
|2023|KALO|KALO Foods, LLC|03/08/2024|Single Slices of Carrot Cake &#x26; Chocolate Cake|Food &#x26; Beverages|Potential or Undeclared Allergen - Soy|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/expanded-press-release-kalo-foods-llc-recalls-single-slice-carrot-cake-and-chocolate-cake-due|
|2023|La Fiesta|La Fiesta Food Products|03/08/2024|Ground Cinnamon|Food &#x26; Beverages|Potential Metal Contaminant - Lead|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/la-fiesta-food-products-recalls-cinnamon-ground-because-possible-health-risk|
|2023|SWAD|Raja Foods LLC|03/07/2024|Cinnamon Powder|Food &#x26; Beverages|Potential Metal Contaminant - Lead|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/raja-foods-skokie-il-recalling-swad-brand-cinnamon-powder-35oz-retail-packs-possible-lead|
|2023|Stonewall Kitchen|Stonewall Kitchen|03/07/2024|Gluten Free Cinnamon Sugar Doughnut Mix|Food &#x26; Beverages|Potential or Undeclared Allergen - Wheat|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/stonewall-kitchen-issues-allergy-alert-wheat-limited-quantity-gluten-free-cinnamon-sugar-doughnut|
|2023|El Chilar|El Chilar Rodriguez LLC|03/06/2024|Ground Cinnamon &#x201c;Canela Molida&#x201d;|Food &#x26; Beverages|Potential Metal Contaminant - Lead|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/el-chilar-rodriguez-llc-issues-voluntary-recall-el-chilar-ground-cinnamon-canela-molida-due-elevated|
|2023|AJI MORI|AJI MORI Sauce Corp. DBA Susi Koo|03/06/2024|CHILLIMAMI SAUCE|Food &#x26; Beverages|Potential Foodborne Illness - Clostridium botulinum|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/aji-mori-sauce-corp-dba-sushi-koo-issues-voluntary-recall-chillimami-sauce|
|2023|Colonna|Colonna Brothers, Inc.|03/06/2024|Marcum Ground Cinnamon &#x26; Supreme Tradition Ground Cinnamon|Food &#x26; Beverages, Contaminants, Spices, Flavors&#xa0;&#x26; &#xa0;Salts|Elevated Lead Levels|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/colonna-brothers-inc-issues-voluntary-recall-15oz-marcum-ground-cinnamon-225oz-supreme-tradition|
|2023|KALO|KALO Foods, LLC|03/05/2024|Carrot Cake Slice|Food &#x26; Beverages, Allergens|Undeclared Soy|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/kalo-foods-llc-recalls-single-slice-carrot-cake-due-undeclared-soy-allergen|
|2023|Electric City Sweets|Electric City Sweets|02/29/2024|Red Velvet Milk Chocolate Bars|Food &#x26; Beverages, Allergens|Due to Undeclared Milk|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/electric-city-sweets-issues-allergy-alert-undeclared-milk-electric-city-sweet-175oz-red-velvet-milk|
|2023|Megadyne|Megadyne Medical Products, Inc.|02/29/2024|Mega Soft Universal and Universal Plus Reusable Patient Return Electrodes|Medical Devices|Limit use to patients aged 12 years or older.|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/megadyne-reiterates-intended-use-population-change-megadyne-mega-soft-universal-and-universal-plus|
|2023|Roland|Roland Foods, LLC.|02/28/2024|Tahini|Food &#x26; Beverages|Potential to be contaminated with Salmonella.|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/roland-foods-llc-recalls-rolandr-tahini-100-ground-sesame-seeds-16-oz-because-possible-health-risk|
|2023|Avanos Medical|Avanos Medical, Inc.|02/27/2024|MIC&#x2a; Gastric-Jejunal Feeding Tube Kits|Medical Devices|Potential Lack of Sterility Assurance|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/avanos-medical-inc-announces-voluntary-recall-response-nurse-assist-llc-sterile-water-medical|
|2023|Multiple brands|Brassica Pharma Pvt. Ltd.|02/26/2024|Eye ointment products|Drugs|Due to Potential Lack of Sterility Assurance.|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/brassica-pharma-pvt-ltd-issues-voluntary-nationwide-recall-equate-lubricant-eye-ointment-equate-stye|
|2023|H&#x26;Natural|G.A. Mart dba H&#x26;Natural|02/23/2024|Brazil Seed Pure Natural Semilla de Brasil &#x26; Tejo Root, Raiz de Tejocte|Food &#x26; Beverages|Product contains yellow oleander, a poisonous plant|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/ga-mart-issues-voluntary-nationwide-recall-hnatural-tejoroot-and-hnatural-brazil-seed-dietary|
|2023|Alipotec King|Backstage Center|02/23/2024|Alipotec Raiz de Tejocote|Food &#x26; Beverages|Product contains yellow oleander, a poisonous plant|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/backstage-center-issuing-recall-approximately-280-bottles-alipotec-raiz-de-tejocote-dietary|
|2023|Saigon Gourmet|LQNN, Inc.|02/23/2024|Banh Ba Xa and Banh Pia|Food &#x26; Beverages|Undeclared egg|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/lqnn-inc-issues-allergy-alert-undeclared-egg-banh-ba-xa-and-banh-pia-products|
|2023|Rico|Rico Brand|02/21/2024|Enchiladas|Food &#x26; Beverages, Foodborne Illness|Potential for Listeria monocytogenes contamination|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/rico-brand-recalls-enchilada-trays-due-possible-listeria-monocytogenes-contamination|
|2023|Nordic Naturals|Nordic Naturals|02/19/2024|Baby&#x2019;s Vitamin D3 Liquid|Food &#x26; Beverages|Elevated level of Vitamin D3 dosage|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/nordic-naturals-issues-voluntary-recall-babys-vitamin-d3-liquid-due-elevated-levels-vitamin-d3|
|2023|Raw Farm LLC|Raw Farm LLC|02/17/2024|Raw Cheddar Cheese|Food &#x26; Beverages|Potential contamination with E. Coli 0157&#x3a;H7|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/raw-cheddar-cheese-voluntary-product-recall|
|2023|Golden Owl|TRUONG GIANG DISTRIBUTOR CORP|02/16/2024|Dried mango|Food &#x26; Beverages|Undeclared sulfites.|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/truong-giang-distributor-corp-issues-allergy-alert-undeclared-sulfites-dried-mango|
|2023|CK, Jacksons|Capitol Distributing|02/15/2024|Turkey and cheese sandwich, egg sandwich, chicken salad on a croissant|Food &#x26; Beverages|Undeclared sesame|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/capitol-distributing-issues-allergy-alert-undeclared-sesame-product|
|2023|No Brand|Bristol Farms|02/14/2024|Chicken Street Taco Kit|Food &#x26; Beverages|Potential Listeria monocytogenes contamination|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/bristol-farms-recalls-chicken-taco-kit-because-possible-health-risk|
|2023|No Brand|MG Foods|02/13/2024|Ham &#x26; Cotija Torta Sandwich on Telera Roll|Food &#x26; Beverages|Potential Listeria monocytogenes contamination.|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/mg-foods-voluntarily-recalls-ham-cotija-torta-sandwich-distributed-florida-due-possible-listeria|
|2023|No Brand|Sprouts Farmers Market|02/12/2024|Chicken Street Taco Kit|Food &#x26; Beverages|Potential Listeria monocytogenes contamination.|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/rizo-lopez-foods-and-fresh-creations-foods-along-fda-have-issued-recall-all-chicken-street-taco-meal|
|2023|SaveMart|The Save Mart Companies|02/10/2024|Chicken Street Taco Kit|Food &#x26; Beverages|Potential Listeria monocytogenes contamination.|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/save-mart-lucky-and-lucky-california-stores-recall-service-deli-chicken-street-taco-kit-because|
|2023|The Perfect Bite Co.|The Perfect Bite Co.|02/10/2024|Mexican Style Street Corn Bites|Food &#x26; Beverages|Potential Listeria monocytogenes contamination.|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/perfect-bite-co-issues-voluntary-recall-mexican-style-street-corn-bite-containing-cotija-cheese-due|
|2023|Stater Bros.|Stater Bros. Markets|02/10/2024|Chicken Street Taco Kit|Food &#x26; Beverages|Potential Listeria monocytogenes contamination.|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/stater-bros-markets-recalls-chicken-street-taco-kit-because-possible-health-risk|
|2023|Zingerman&#x2019;s Bakehouse|Zingerman&#x2019;s Bakehouse|02/09/2024|Black Magic Brownie|Food &#x26; Beverages, Allergens|Undeclared walnut allergen|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/zingermans-bakehouse-issues-allergy-alert-undeclared-walnuts-zingermans-bakehouse-black-magic|
|2023|Marketside|Taylor Fresh Foods|02/09/2024|Marketside Bacon Ranch Crunch Salad Kit|Food &#x26; Beverages, Foodborne Illness|Potential Listeria monocytogenes contamination|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/taylor-fresh-foods-voluntarily-recalls-marketside-bacon-ranch-crunch-salad-kit-made-ingredient|
|2023|Marketside|Braga Fresh|02/09/2024|Bacon Ranch Crunch Chopped Salad Kit|Food &#x26; Beverages, Foodborne Illness|Potential Listeria monocytogenes contamination|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/braga-fresh-issues-voluntary-recall-marketside-bacon-ranch-crunch-chopped-salad-kit-due-containing|
|2023|Fresh and Ready, Sprig and Sprout, Jack and Olive|Fresh and Ready Foods|02/09/2024|Torta sandwiches|Food &#x26; Beverages, Foodborne Illness|Potential Listeria monocytogenes contamination|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/fresh-ready-foods-voluntarily-recalls-four-torta-sandwiches-containing-cotija-cheese-distributed|
|2023|Fresh Express, marketside|Fresh Express|02/09/2024|Fresh Express Salsa&#x21; Ensalada Kit, Marketside Southwest Chopped Salad Kit|Food &#x26; Beverages|Potential Listeria monocytogenes contamination.|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/fresh-express-issues-recall-limited-quantities-two-salad-kits-condiment-packs-containing-recalled|
|2023|Albertsons, Safeway, Eagle, Carrs-Safeway, Pavilions, Vons, Randalls, Tom Thumb, Shaw&#x27;s, Star Market, Lucky|Albertsons Companies|02/09/2024|Chicken Taco Kits and Meals|Food &#x26; Beverages|Potential Listeria monocytogenes contamination.|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/albertsons-companies-voluntarily-recalls-five-readymeals-and-store-made-taco-kits-containing|
|2023|Dole, Marketside, President&#x2019;s Choice|Dole Fresh Vegetables, Inc.|02/09/2024|Salad kits|Food &#x26; Beverages, Foodborne Illness|Listeria monocytogenes|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/dole-fresh-vegetables-inc-announces-voluntary-recall-limited-number-salad-kits-due-possible-health|
|2023|Trader Joe&#x2019;s|Trader Joe&#x2019;s Company|02/08/2024|Chicken Enchiladas Verde, Cilantro Salad Dressing, Elote Chopped Salad Kit, Southwest Salad|Food &#x26; Beverages, Foodborne Illness|Potential Listeria monocytogenes contamination.|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/trader-joes-recalls-certain-products-containing-cotija-cheese-because-they-may-be-contaminated|
|2023|Marketside, Ready Pac Bistro|Ready Pac Foods, Inc.|02/08/2024|Southwest Chopped Salad Kit, Bacon Ranch Crunch Kit, Fresh Mex Chopped Kit, Queso Crunch Salad Kit|Food &#x26; Beverages, Foodborne Illness|Potential Listeria monocytogenes contamination|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/ready-pac-foods-inc-recalls-four-salad-kits-due-possible-health-risk-listeria-monocytogenes|
|2023|Bright Farms|BrightFarms, Inc.|02/08/2024|Bright Farms Southwest Chipotle Crunch Kit salad kit|Food &#x26; Beverages, Foodborne Illness|Potential Listeria monocytogenes contamination|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/brightfarms-announces-voluntary-recall-southwest-chipotle-salad-kit-due-potential-risk-listeria|
|2023|365 Whole Foods|Richelieu Foods Inc.|02/07/2024|Ultimate Veggie Thin Crust Pizza|Food &#x26; Beverages, Allergens|Undeclared milk allergen|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/richelieu-foods-inc-wheeling-illinois-announcing-extension-voluntarily-recalling-1-lot-365-whole|
|2023|Rojo&#x2019;s|Simply Fresh LLC|02/07/2024|Black Bean 6 Layer Dip|Food &#x26; Beverages, Foodborne Illness|Potential for Listeria monocytogenes contamination|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/simply-fresh-llc-voluntarily-recalls-rojos-black-bean-layer-dip-220oz-product-because-possible|
|2023|Don Pancho, HEB, Trader Joe&#x2019;s|Fresh Creative Foods|02/07/2024|Cilantro Lime Crema, Everything Sauce Fiesta, Cilantro Cotija dressing, Poblano Caesar dressing, Cilantro Dressing, Street Taco Express Meal Kit|Food &#x26; Beverages, Foodborne Illness|Potential Listeria monocytogenes contamination|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/fresh-creative-foods-announces-voluntary-recall-dressings-and-taco-kit-due-risk-listeria-ingredient|
|2023|Rizo Brothers California Creamery|Rizo Lopez Foods, Inc.|02/06/2024|Cheese, Yogurt, Sour cream|Food &#x26; Beverages, Foodborne Illness, Dairy|Expanded recall for potential Listeria monocytogenes contamination|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/rizo-lopez-foods-inc-voluntarily-recalls-dairy-products-because-possible-health-risk|
|2023|Arize|Today the World|02/05/2024|Arize brand male enhancement capsules|Drugs|Products contain undeclared Nortadalafil|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/today-world-issues-voluntary-nationwide-recall-all-lots-arize-herbal-dietary-supplement-capsules-due|
|2023|Sustain, Schwinnng|Today the World|02/05/2024|Sustain and Schwinnng brand male enhancement capsules|Drugs|Products contain undeclared Tadalafil and Nortadalafil|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/today-world-issues-voluntary-nationwide-recall-all-lots-sustain-and-schwinnng-brand-dietary|
|2023|Covidien and Cardinal Health|Cardinal Health|02/05/2024|Expanded list of Urology and OR room specific kits and trays|Medical Devices|Potential lack of sterility assurance which could result in non-sterile product|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/cardinal-health-issues-medical-device-recall-nurse-assist-products-contained-within-kitstrays-0|
|2023|WEGMANS|Summer Fresh Salads Inc.|02/03/2024|Harissa hummus topped with harissa|Food &#x26; Beverages|Undeclared Allergen-Sesame|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/summer-fresh-salads-inc-issues-allergy-alert-undeclared-sesame-wegmans-harissa-hummus-topped-harissa|
|2023|TING&#xae;|Insight Pharmaceuticals|02/02/2024|1&#x25; Tolnaftate Athlete&#x2019;s Foot Spray Antifungal Spray Liquid|Drugs|Presence of benzene|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/insight-pharmaceuticals-issues-voluntary-nationwide-recall-tingr-1-tolnaftate-athletes-foot-spray|
|2023|Sam Sung|Nam &#x26; Son|02/01/2024|Soy Bean Sprouts|Food &#x26; Beverages, Foodborne Illness|Potential Listeria monocytogenes contamination|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/nam-son-md-recalls-soybean-sprouts-because-possible-health-risk-0|
|2023|Hearty Acquisitions Inc.|Hearty Acquisitions Inc.|02/01/2024|Tomato Basil with Rice|Food &#x26; Beverages, Allergens|Undeclared Soy|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/hearty-acquisitions-llc-issues-allergy-alert-undeclared-soy-tomato-basil-rice-exp-3222024|
|2023|Quaker|The Quaker Oats Company|01/31/2024|Quaker Chewy Dipps Llama Rama bars and more|Food &#x26; Beverages, Foodborne Illness|Potential for Salmonella contamination|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/update-quaker-issues-revised-recall-notice-additional-product-due-possible-health-risk|
|2023|Byrne Dairy|Byrne Dairy Inc.|01/30/2024|Mighty Fine Chocolate Ice cream|Food &#x26; Beverages, Allergens, Ice Cream&#x2f;Frozen Dairy|Undeclared peanuts|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/byrne-dairy-recalls-mighty-fine-chocolate-ice-cream-half-gallons-dated-1042024-due-undeclared|
|2023|Neptune&#x2019;s Fix|Neptune Resources, LLC|01/29/2024|Neptune&#x27;s Fix Elixir, Neptune&#x27;s Fix Extra Strength Elixir, and Neptune&#x27;s Fix Tablets|Drugs|Undeclared Tianeptine|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/neptune-resources-llc-issues-voluntary-nationwide-recall-neptunes-fix|
|2023|UTZ|UTZ Quality Foods|01/26/2024|Utz 2.75 oz. Wavy Original Potato Chips|Food &#x26; Beverages|Undeclared milk allergen|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/utz-quality-foods-issues-allergy-alert-undeclared-milk-utzr-wavy-original-potato-chips-metro-new|
|2023|Zendedi|Azurity Pharmaceuticals, Inc.|01/25/2024|dextroamphetamine sulfate tablets, 30 mg|Drugs|Mislabeled package|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/azurity-pharmaceuticals-inc-issues-voluntary-nationwide-recall-zenzedir-dextroamphetamine-sulfate|
|2023|Robitussin|Haleon|01/24/2024|Cough syrups|Drugs|Microbial Contamination|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/haleon-issues-voluntary-nationwide-recall-robitussin-honey-cf-max-day-adult-and-robitussin-honey-cf|
|2023|Aligned Medical Solutions|Aligned Medical Solutions|01/23/2024|Convenience kits containing saline|Medical Devices|Product cannot be verified as having the required sterility assurance level|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/windstone-medical-packaging-dba-aligned-medical-solutions-issues-nationwide-recall-nurse-assist|
|2023|Multiple brands|Kilitch Healthcare India Limited|01/22/2024|Lubricant Eye Drops &#x26; Multi-Symptom Eye Drops|Drugs|Device &#x26; Drug Safety Potential Safety Concerns|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/kilitch-healthcare-india-limited-issues-amendments-last-voluntary-nationwide-recall-press-release|
|2023|Al Amir Fresh Foods|Al Amir Fresh Foods|01/20/2024|Hummus Dip &#x26; Tzatziki Cucumber Yogurt|Food &#x26; Beverages|Undeclared Sesame &#x26; Milk|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/al-amir-fresh-foods-issues-allergy-alert-undeclared-sesame-hummus-dip-products-and-undeclared-milk|
|2023|Lian Sheng|RONG SHING|01/19/2024|Dried Tangerine Plum|Food &#x26; Beverages|Undeclared Allergen-Undeclare Sulfites|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/rong-shing-trading-ny-inc-issues-alert-undeclared-sulfites-lian-sheng-dried-tangerine-plum|
|2023|Lian Sheng|RONG SHING|01/19/2024|Dried Plum|Food &#x26; Beverages|Undeclared Allergen-Undeclare Sulfites|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/rong-shing-trading-ny-inc-issues-alert-undeclared-sulfites-lian-sheng-dried-plum|
|2023|Whitley&#x2019;s Peanut Factory|Whitley&#x2019;s Peanut Factory|01/18/2024|Deluxe Nut Mix|Food &#x26; Beverages|Undeclared Allergens - Peanuts, Milk, Soy, Wheat, and Sesame|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/whitleys-peanut-factory-issues-allergy-alert-undeclared-peanuts-milk-soy-wheat-and-sesame-limited|
|2023|No Brand|Hans Kissle|01/18/2024|Mexican Style Quinoa Salad|Food &#x26; Beverages|Undeclared Allergens &#x2013; Egg, Soy|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/hans-kissle-issues-allergy-alert-undeclared-soy-egg-hans-kissle-mexican-style-quinoa-salad|
